person,CantidadEventos,CantidadCompras,CantidadLeads,VentasHaceUnMes,LeadsHaceUnMes,VentasHaceDosMeses,LeadsHaceDosMeses,CantidadCheckouts,VentasMes1,VentasMes2,VentasMes3,VentasMes4,PromedioVentasPorMes,DiasDesdeUltimoEvento,DiasDesdePrimerEvento,DiasDesdeUltimaConversion,CantidadSearchEngineHits,EntraronMasDeUnaVez,DiasDesdeUltimoCheckout,EntraronConComputadora,EntraronConSmartphone,EntraronConTablet,CantidadAdHits,DiasDesdeUltimoAdHit,DiasDesdeUltimaBusqueda,CantidadDeColoresVistos
5cb3d64c,481,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.2,31.0,64.0,64.0,53.0,1.0,31.0,0.0,1.0,0.0,54.0,31.0,31.0,17
5cb56d44,46,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,17.0,18.0,17.0,2.0,1.0,17.0,0.0,1.0,0.0,2.0,17.0,17.0,4
5cb66d9b,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,1.0,0.0,10.0,1.0,0.0,0.0,1.0,10.0,10.0,2
5cb6c049,43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1000.0,5
5cb6d8f0,78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,10000.0,4.0,1.0,8.0,0.0,1.0,0.0,4.0,7.0,7.0,10
5cb7d5cb,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1000.0,3
5cb9e16d,97,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,11.0,25.0,39.0,6
5cc1bfac,69,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,130.0,10000.0,7.0,1.0,7.0,0.0,1.0,0.0,6.0,3.0,1.0,3
5cc68215,45,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1000.0,3
5cc95fb5,92,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,10000.0,12.0,1.0,11.0,0.0,1.0,0.0,13.0,10.0,10.0,8
5ccda85d,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10000.0,1.0,1.0,13.0,1.0,0.0,0.0,2.0,13.0,1000.0,1
5cd2d878,19,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,10000.0,0.0,1.0,13.0,1.0,0.0,0.0,4.0,13.0,1000.0,1
5cd90e33,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,10000.0,4.0,1.0,7.0,0.0,0.0,1.0,5.0,7.0,1000.0,2
5cdbb633,10,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,1000.0,1
5cdcc543,467,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,10000.0,12.0,1.0,13.0,0.0,1.0,0.0,11.0,8.0,5.0,13
5cddafbf,74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,10000.0,1.0,1.0,17.0,1.0,0.0,0.0,2.0,17.0,1000.0,6
5cde711d,47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,1000.0,1000.0,8
5cdf11a3,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,2.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,1000.0,2
5ce12b07,124,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,4.0,40.0,36.0,15.0,1.0,36.0,1.0,0.0,0.0,3.0,4.0,36.0,9
5ce2c9d0,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,45.0,10000.0,3.0,1.0,12.0,0.0,1.0,0.0,3.0,12.0,12.0,7
5ce68187,24,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,10000.0,0.0,1.0,17.0,1.0,0.0,0.0,1.0,18.0,1000.0,5
5ce72cef,65,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,1000.0,10
5ce93a9a,126,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,100.0,10000.0,15.0,1.0,8.0,1.0,1.0,0.0,20.0,8.0,8.0,6
5ce96b08,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,5.0,0.0,7.0,0.0,1.0,0.0,6.0,7.0,1000.0,3
5cea4332,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10000.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1
5ceb9c5e,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,7.0,1000.0,1
5cebe00f,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,10000.0,1.0,1.0,12.0,1.0,0.0,0.0,2.0,2.0,1000.0,6
5cf2a37e,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,10000.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,13.0,1
5cf31d09,318,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0,10000.0,7.0,1.0,1.0,1.0,1.0,0.0,18.0,1.0,17.0,9
5d011e94,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,10000.0,2.0,1.0,10000.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1
5d06a0c6,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,1.0,0.0,10000.0,1.0,0.0,0.0,1.0,6.0,1000.0,5
5d0cdb44,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,1.0,0.0,10000.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1
5d0d3fd7,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,4.0,1
5d12a37d,41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,10000.0,0.0,1.0,15.0,1.0,0.0,0.0,1.0,3.0,1000.0,4
5d157bed,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,10000.0,1.0,1.0,10000.0,1.0,1.0,0.0,0.0,1000.0,1000.0,5
5d1b97b2,50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,10000.0,0.0,1.0,16.0,0.0,1.0,0.0,1.0,16.0,1000.0,6
5d21899a,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,1.0,0.0,10000.0,1.0,0.0,0.0,1.0,14.0,1000.0,0
5d22944b,86,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,10000.0,0.0,1.0,9.0,0.0,1.0,0.0,14.0,8.0,8.0,3
5d28fd4a,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,10000.0,11.0,1.0,10000.0,1.0,1.0,0.0,21.0,1.0,1.0,7
5d29ce7f,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,2.0,1.0,8.0,0.0,1.0,0.0,3.0,8.0,8.0,3
5d337630,32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,1.0,1.0,16.0,1.0,0.0,0.0,1.0,16.0,1000.0,5
5d33a5ba,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,10000.0,2.0,0.0,10000.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2
5d34c465,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10000.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,1000.0,2
5d352e23,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,0.0,0.0,9.0,1.0,0.0,0.0,2.0,9.0,1000.0,2
5d36defc,22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,36.0,10000.0,2.0,1.0,9.0,0.0,1.0,0.0,6.0,9.0,1000.0,3
5d3a336f,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,8.0,1000.0,3
5d3a62ce,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2
5d4b9dc0,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10000.0,0.0,0.0,13.0,0.0,1.0,0.0,2.0,13.0,1000.0,1
5d4cd6a6,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,8.0,1000.0,1
5d50e1eb,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1
5d52c5f9,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,81.0,10000.0,2.0,1.0,10000.0,1.0,0.0,0.0,0.0,1000.0,21.0,9
5d550ec7,138,2.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.4,2.0,95.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,27.0,2.0,3.0,8
5d57a09e,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10000.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1
5d5a0fd4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,10000.0,1.0,0.0,10000.0,0.0,1.0,0.0,1.0,28.0,1000.0,1
5d5fa838,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10000.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1
5d61d631,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,1000.0,1
5d628e1a,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,10000.0,1.0,1.0,10.0,1.0,0.0,0.0,3.0,7.0,10.0,3
5d639017,173,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,10000.0,7.0,1.0,1.0,0.0,1.0,0.0,35.0,1.0,7.0,6
5d67d2b9,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,10000.0,3.0,0.0,10000.0,0.0,1.0,0.0,3.0,24.0,1000.0,7
5d69bd67,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,0.0,0.0,17.0,1.0,0.0,0.0,2.0,17.0,1000.0,3
5d6b7b07,67,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,102.0,10000.0,0.0,1.0,17.0,1.0,0.0,0.0,27.0,17.0,1000.0,6
5d6bb123,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,1000.0,1000.0,1
5d6bc315,44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10000.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,5.0,5.0,3
5d72d688,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,10000.0,6.0,1.0,10.0,0.0,1.0,0.0,6.0,10.0,1000.0,3
5d778de6,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1
5d79fda3,111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,10000.0,0.0,1.0,14.0,0.0,1.0,0.0,9.0,2.0,11.0,5
5d7cbd4e,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,0.0,0.0,15.0,1.0,0.0,0.0,2.0,15.0,1000.0,1
5d7d7918,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,125.0,10000.0,9.0,1.0,10000.0,1.0,0.0,0.0,3.0,9.0,1000.0,12
5d7d7c9b,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,4.0,1.0,16.0,0.0,1.0,0.0,4.0,16.0,1000.0,5
5d810468,32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,39.0,10000.0,2.0,1.0,39.0,1.0,0.0,0.0,3.0,38.0,39.0,5
5d84628a,44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,10000.0,3.0,1.0,11.0,1.0,0.0,0.0,5.0,7.0,1000.0,7
5d85feba,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,1000.0,1000.0,2
5d867ece,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1
5d8d047d,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,10000.0,1.0,1.0,16.0,1.0,0.0,0.0,4.0,7.0,1000.0,2
5d8d29a7,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1000.0,3
5d8ffe40,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1
5d970411,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,3.0,1000.0,2
5d9bff21,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,59.0,10000.0,0.0,1.0,10000.0,1.0,0.0,0.0,2.0,3.0,1000.0,3
5d9f9a66,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,29.0,10000.0,4.0,1.0,10000.0,0.0,0.0,1.0,4.0,28.0,1000.0,1
5da26330,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1
5da4d3fc,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1
5da8843f,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,10000.0,1.0,1.0,10000.0,1.0,0.0,0.0,0.0,1000.0,1000.0,5
5dacaeda,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10000.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1000.0,1.0,2
5db12eac,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,1.0,0.0,15.0,0.0,1.0,0.0,2.0,15.0,1000.0,1
5dbbc8a8,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,10000.0,3.0,1.0,8.0,0.0,1.0,0.0,0.0,1000.0,8.0,3
5dbc5bfd,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,10000.0,1.0,1.0,12.0,0.0,1.0,0.0,3.0,5.0,5.0,2
5dc268fa,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10000.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2
5dc2a038,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,0.0,0.0,14.0,0.0,1.0,0.0,1.0,14.0,1000.0,1
5dc7fb48,34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,4
5dc80ac6,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,1000.0,1
5dc99457,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,10000.0,22.0,1.0,10000.0,0.0,1.0,0.0,22.0,8.0,1000.0,4
5dcb8cdb,26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,3.0,0.0,8.0,1.0,0.0,0.0,3.0,8.0,1000.0,2
5dcbdb61,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10000.0,4.0,1.0,10000.0,0.0,1.0,0.0,4.0,1.0,1000.0,6
5dcbe050,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,1000.0,10.0,5
5dcbe595,33,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,11.0,17.0,14.0,2.0,1.0,14.0,1.0,0.0,0.0,4.0,11.0,14.0,5
5dcf3e4f,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,7.0,0.0,10.0,0.0,1.0,0.0,1.0,10.0,1000.0,4
5dd13775,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,10000.0,0.0,1.0,5.0,0.0,1.0,0.0,6.0,7.0,7.0,1
5dd13f9e,262,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,38.0,10000.0,4.0,1.0,14.0,0.0,1.0,0.0,4.0,25.0,21.0,9
5ddd9a8e,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,75.0,10000.0,2.0,1.0,10000.0,0.0,1.0,0.0,2.0,37.0,60.0,8
5de03756,101,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,10000.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1000.0,1000.0,7
5de0ab3f,19,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,5.0,5.0,5.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,5.0,1000.0,4
5de25121,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,1000.0,15.0,3
5de3a7cc,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,143.0,10000.0,3.0,1.0,10000.0,1.0,0.0,0.0,4.0,142.0,142.0,3
5de3e0e4,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,10.0,1000.0,1
5de43374,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,10000.0,1.0,1.0,7.0,1.0,0.0,0.0,5.0,6.0,7.0,9
5de848bc,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1
5dedfea0,58,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,71.0,10000.0,3.0,1.0,4.0,1.0,0.0,0.0,7.0,3.0,71.0,6
5df33176,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,1.0,0.0,10000.0,0.0,1.0,0.0,1.0,11.0,1000.0,4
5df8ab33,61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,3.0,1.0,6.0,1.0,0.0,0.0,3.0,6.0,6.0,13
5df9ffad,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,39.0,10000.0,6.0,1.0,10000.0,0.0,1.0,0.0,1.0,16.0,26.0,4
5dfbdae3,114,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,10000.0,0.0,1.0,2.0,0.0,1.0,0.0,8.0,1.0,1000.0,7
5dfc5702,48,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,10000.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,1000.0,9
5dfc7e56,22,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,1.0,2.0,2.0,3
5e0d2f2a,5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,10000.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1
5e1134f4,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,0.0,0.0,14.0,0.0,1.0,0.0,1.0,14.0,1000.0,1
5e13e5cf,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,10000.0,0.0,0.0,10000.0,1.0,0.0,0.0,2.0,29.0,1000.0,1
5e1a644b,54,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,10000.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,1000.0,1000.0,7
5e1af6b2,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,10000.0,3.0,1.0,9.0,1.0,0.0,0.0,4.0,2.0,5.0,2
5e20157e,78,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,2.0,30.0,14.0,7.0,1.0,14.0,1.0,1.0,0.0,19.0,16.0,2.0,2
5e2053db,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,1.0,0.0,14.0,1.0,0.0,0.0,1.0,14.0,1000.0,2
5e25a7a1,48,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,4.0,6
5e2a8aad,62,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,7.0,59.0,7.0,8.0,1.0,7.0,0.0,1.0,0.0,7.0,7.0,7.0,4
5e38f385,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1
5e3c72be,39,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,8.0,9.0,8.0,2.0,1.0,8.0,1.0,0.0,0.0,12.0,8.0,1000.0,3
5e3e0d7c,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2
