person,CantidadEventos,CantidadCompras,CantidadLeads,VentasHaceUnMes,LeadsHaceUnMes,VentasHaceDosMeses,LeadsHaceDosMeses,CantidadCheckouts,VentasMes1,VentasMes2,VentasMes3,VentasMes4,PromedioVentasPorMes,DiasDesdeUltimoEvento,DiasDesdePrimerEvento,DiasDesdeUltimaConversion,CantidadSearchEngineHits,EntraronMasDeUnaVez,DiasDesdeUltimoCheckout,EntraronConComputadora,EntraronConSmartphone,EntraronConTablet,CantidadAdHits,DiasDesdeUltimoAdHit,DiasDesdeUltimaBusqueda,CantidadDeColoresVistos,CantidadDiasDiferentesDeVisita,CantidadDeModelosVistos,EsDeBrazil,apple,asus,blackberry,lenovo,lg,motorola,quantum,samsung,sony,bcm,vam,vao,coam,coao,cam,cao,lam,lao
594a53d3,74,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,3.0,138.0,11.0,1.0,1.0,11.0,0.0,1.0,0.0,24.0,3.0,1000.0,3,8,7,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594aa8fd,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10000.0,2.0,0.0,5.0,1.0,0.0,0.0,2.0,5.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594c0879,50,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,16.0,61.0,10000.0,3.0,1.0,16.0,0.0,1.0,0.0,16.0,16.0,1000.0,5,7,4,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594e7f51,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59529dbc,49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,120.0,10000.0,0.0,1.0,95.0,1.0,0.0,0.0,7.0,73.0,96.0,6,5,12,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595991d8,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,1.0,0.0,9.0,0.0,1.0,0.0,2.0,9.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5961db59,604,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,10000.0,3.0,1.0,11.0,1.0,0.0,0.0,32.0,10.0,22.0,17,7,37,1.0,0,0,0,0,0,0,0,10,0,10.0,102.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0
5963213e,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,0.0,0.0,10.0,0.0,1.0,0.0,3.0,10.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59677a24,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,1.0,0.0,10000.0,0.0,1.0,0.0,1.0,2.0,1000.0,2,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5967e2c0,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,10000.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,1000.0,2,2,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5968619d,88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10000.0,14.0,1.0,3.0,0.0,1.0,0.0,23.0,3.0,1000.0,5,4,4,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596908e3,42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,51.0,10000.0,2.0,1.0,17.0,1.0,0.0,0.0,14.0,11.0,17.0,2,4,7,1.0,0,0,0,0,0,1,0,0,0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
596b3921,33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,3.0,1.0,16.0,0.0,1.0,0.0,2.0,16.0,16.0,5,1,6,1.0,3,0,0,0,0,0,0,0,0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
596c9568,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,9.0,1000.0,3,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5972fcfb,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,10000.0,1.0,0.0,0.0,0.0,1000.0,2.0,4,1,13,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5975fbd0,40,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,3.0,0.0,6.0,1.0,0.0,0.0,3.0,6.0,1000.0,5,1,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598c3b51,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598ffcf9,112,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,10000.0,11.0,1.0,9.0,0.0,1.0,0.0,12.0,4.0,9.0,2,8,5,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599128fc,95,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,62.0,10000.0,8.0,1.0,16.0,1.0,0.0,0.0,4.0,8.0,1000.0,6,10,5,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5992f904,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,71.0,10000.0,3.0,1.0,10000.0,1.0,0.0,0.0,2.0,42.0,1000.0,8,2,8,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59978275,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,10000.0,3.0,1.0,10000.0,1.0,0.0,0.0,2.0,10.0,1000.0,5,4,6,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5997da18,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599b9422,33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,10000.0,4.0,1.0,4.0,1.0,0.0,0.0,4.0,4.0,1000.0,6,6,6,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599c617a,37,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,38.0,10000.0,1.0,1.0,11.0,1.0,0.0,0.0,1.0,38.0,1000.0,6,2,10,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59a13b25,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,1.0,0.0,9.0,0.0,1.0,0.0,1.0,9.0,9.0,3,1,2,1.0,2,0,0,0,0,0,0,0,0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59a2ec1a,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59a6e71c,19,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,10000.0,5.0,1.0,7.0,0.0,1.0,0.0,2.0,5.0,1000.0,2,3,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59ad218f,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10000.0,3.0,1.0,10000.0,1.0,0.0,0.0,2.0,3.0,1000.0,3,2,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59ae9443,470,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,115.0,10000.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0,5.0,1000.0,12,11,27,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59afc9c1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,0.0,1000.0,7.0,0,1,0,1.0,2,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59b0a29f,78,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,10000.0,17.0,1.0,4.0,0.0,1.0,0.0,18.0,2.0,1000.0,4,5,4,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59b80f44,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59b946ec,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,1.0,0.0,10000.0,1.0,0.0,0.0,0.0,1000.0,1000.0,2,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59b97897,103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,24.0,10000.0,11.0,1.0,17.0,1.0,0.0,0.0,14.0,17.0,1000.0,7,3,13,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59bc6d4b,168,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.4,8.0,79.0,64.0,12.0,1.0,64.0,0.0,1.0,0.0,15.0,37.0,8.0,8,13,13,1.0,58,0,0,0,0,0,0,0,0,58.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
59bcf210,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,0.0,0.0,17.0,0.0,1.0,0.0,1.0,17.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59c16c10,80,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,10000.0,0.0,1.0,15.0,1.0,0.0,0.0,7.0,14.0,1000.0,6,6,15,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59c58e14,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,10000.0,3.0,1.0,6.0,0.0,1.0,0.0,5.0,1.0,1000.0,1,3,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59c9a044,34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,10000.0,3.0,1.0,16.0,0.0,0.0,1.0,0.0,1000.0,1000.0,7,2,11,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59ca0512,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,0.0,0.0,15.0,0.0,1.0,0.0,3.0,15.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59ca13c5,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,0.0,0.0,11.0,0.0,1.0,0.0,2.0,11.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59cb8fb5,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,3.0,0.0,14.0,1.0,0.0,0.0,3.0,14.0,1000.0,4,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59cc81a9,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59cf5833,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,115.0,10000.0,2.0,1.0,10000.0,1.0,0.0,0.0,1.0,115.0,1000.0,2,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59d1741e,136,0.0,7.0,0.0,7.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,10000.0,29.0,1.0,15.0,1.0,1.0,0.0,8.0,14.0,9.0,7,12,14,1.0,0,0,0,0,15,0,0,0,0,15.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
59d5e25e,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,31.0,10000.0,4.0,1.0,13.0,1.0,0.0,0.0,7.0,13.0,1000.0,6,3,6,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59dc57a7,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,10000.0,0.0,1.0,17.0,0.0,1.0,0.0,5.0,8.0,9.0,4,3,2,1.0,1,0,0,0,0,0,0,0,0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59dd7001,547,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,113.0,10000.0,15.0,1.0,8.0,1.0,0.0,0.0,32.0,62.0,8.0,25,40,64,1.0,1,0,0,1,0,4,0,0,0,6.0,1.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0
59de976d,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,3.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59eb83c5,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,10000.0,5.0,1.0,7.0,0.0,1.0,0.0,7.0,1.0,1000.0,2,2,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59eeea59,27,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,10000.0,4.0,1.0,14.0,0.0,1.0,0.0,8.0,8.0,1000.0,3,2,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59f21f45,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,1.0,0.0,17.0,1.0,0.0,0.0,2.0,17.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59f7d044,110,4.0,0.0,4.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.8,15.0,29.0,18.0,1.0,1.0,18.0,0.0,1.0,0.0,1.0,29.0,23.0,6,12,3,1.0,3,0,0,0,0,0,0,0,0,3.0,12.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0
59f8639b,118,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,71.0,10000.0,2.0,1.0,13.0,0.0,1.0,0.0,3.0,13.0,47.0,11,6,9,1.0,1,0,0,0,0,0,0,0,0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a012233,45,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,2.0,20.0,8.0,11.0,1.0,8.0,0.0,1.0,0.0,11.0,2.0,1000.0,2,5,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a01d36f,482,7.0,0.0,1.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,6.0,1.4,1.0,114.0,16.0,41.0,1.0,16.0,1.0,1.0,0.0,48.0,13.0,1.0,18,33,28,1.0,10,0,0,0,4,1,0,0,0,15.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
5a05b143,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,0.0,0.0,15.0,0.0,1.0,0.0,2.0,15.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a09c4f9,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10000.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,3.0,4.0,2,2,2,1.0,3,0,0,0,0,0,0,0,0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5a0e9318,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,14.0,1000.0,3,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a107f9c,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,10000.0,0.0,1.0,13.0,0.0,1.0,0.0,2.0,13.0,13.0,3,2,4,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a15856f,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,1.0,0.0,7.0,0.0,1.0,0.0,1.0,7.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a1a62e7,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10000.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1000.0,2,2,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a234e9d,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,10000.0,1.0,1.0,16.0,0.0,1.0,0.0,3.0,16.0,17.0,1,3,2,1.0,1,0,0,0,0,0,0,0,0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a264fb8,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10000.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,5.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a271a32,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,1000.0,2,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a2b2e91,54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,57.0,10000.0,4.0,1.0,15.0,1.0,0.0,0.0,5.0,6.0,1000.0,6,5,6,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a2f2b6f,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10000.0,5.0,1.0,5.0,0.0,1.0,0.0,4.0,5.0,1000.0,3,2,4,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a3119ab,11,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,17.0,1000.0,2,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a324586,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,10000.0,2.0,1.0,12.0,0.0,1.0,0.0,1.0,15.0,1000.0,2,2,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a32613d,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,0.0,0.0,16.0,1.0,0.0,0.0,2.0,16.0,1000.0,2,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a36fefa,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,10000.0,0.0,0.0,1.0,1.0,3.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a382811,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a39612e,16,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1000.0,4,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a3c4378,268,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10000.0,1.0,1.0,10.0,1.0,0.0,0.0,33.0,1.0,3.0,16,7,38,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a3c8387,65,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,46.0,10000.0,5.0,1.0,9.0,0.0,1.0,0.0,0.0,1000.0,14.0,5,5,6,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a3f938a,71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1000.0,11,1,19,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a419ffd,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,4.0,4.0,2,1,2,1.0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5a47f7c9,381,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,1.0,54.0,3.0,39.0,1.0,3.0,1.0,1.0,0.0,6.0,3.0,4.0,12,16,9,1.0,16,0,0,0,0,2,0,40,0,58.0,97.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
5a483d42,91,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,10000.0,3.0,1.0,8.0,1.0,0.0,0.0,7.0,6.0,6.0,10,3,11,1.0,0,0,0,0,5,0,0,0,0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
