person,CantidadEventos
80ed6975,63
80edbdc2,10
80f7d946,8
80f8b91a,34
80ff6f66,4
81012791,15
810742b2,1
8108caa3,8
810b485c,8
810de2f0,4
810f82d4,26
8110f128,3
811b25fd,13
811cad34,21
81273798,52
8127cbd4,55
81314672,31
81360adf,89
813a58f3,4
813fa92c,4
813fcb4a,75
814907c9,16
814b7b5b,3
814c92f5,10
814d9c30,90
814db0b5,157
8151610d,29
815805fb,624
8162fdc8,3
81648873,525
816b2183,13
816e67ff,27
816f56bc,73
816ff2d1,1659
817858f1,19
817ac7db,25
817e3e68,28
8182d572,15
81831935,24
818531d9,29
81874ebf,25
818a6f90,257
818d9caf,403
818dc102,9
8191360f,4
81938bbb,30
8194722b,7
819e3713,119
819ed90f,45
81a0fd59,14
81a1793a,27
81a83535,46
81b58944,4
81b6d155,24
81b6ea57,14
81b760f9,22
81b94860,31
81bfbc02,52
81c2e13c,8
81c47db8,175
81c89f18,11
81c946e6,69
81cde10d,11
81d1a112,12
81d9c3ab,4
81da4e04,57
81db8dd5,77
81dd8448,36
81e312e0,277
81eab68d,4
81ef76f8,4
81ef797c,19
81f1f85a,39
81f6ddc5,7
820e6d07,9
821209d2,6
8213dad7,16
8218c0d8,521
8219bd4d,32
821abd69,5
82244922,12
822546bc,43
822b4fca,4
822e5a9b,3
823003e8,6
8236dbd2,33
823910c1,27
823c9aa5,34
823e8872,10
82483be2,128
824a2d94,44
824d96ac,52
82506bca,10
82577324,41
8258c167,26
82598834,93
826290a7,6
8264269e,3
8265d527,89
826ac4dc,3
826b326b,16
826ead6f,14
826fad7c,8
8271adb9,4
82808cc0,7
8281d532,72
82834f33,19
82853c43,63
82859a93,6
828d2c80,7
828d7de9,30
8290f764,26
8291e8a2,52
82925177,35
829a6c1a,16
829c3aa6,4
829e4162,19
82a4e1d2,18
82a973b8,18
82a9e734,55
82ab737b,19
82ac5953,40
82acbe16,3
82b00e61,6
82b4f4d7,188
82b98bac,4
82bbe0b8,44
82bc1174,11
82bf8de2,26
82c3141c,75
82c5b1e2,315
82c7d640,4
82c7e503,22
82d0b15c,3
82d0dfa2,70
82d31364,107
82d687ce,36
82d9898b,4
82de74ff,132
82e0dc5c,21
82e13bd6,7
82f345fc,24
82f8ddcf,15
830208a7,8
8307f0d4,73
830b5016,22
83132e6f,62
83136ea8,63
8315bd3a,17
8315da25,32
8317db3c,7
831bb5f5,4
8321c75c,6
8324a7e6,9
83269101,89
8327d537,8
83297a7b,75
8329c3b0,3
832c09f3,28
832dc150,11
83328633,44
833991ae,15
833b000e,53
833c70ac,146
8346d256,4
834aefeb,6
834c8c03,35
835203dc,88
8353f14c,18
83559cd4,4
8357e34c,8
835abef8,33
835c2995,7
835dc625,41
835de83f,33
83641a9e,59
83669404,27
836e1a57,5
836ec8e8,24
837039f4,36
8377cbd8,21
837ac0de,8
837f3528,3
837fc10d,7
8386da1b,7
83898012,113
838b7526,53
838fb09d,23
8393c573,28
839670bf,6
83975d05,4
83a4d923,66
83a63766,33
83a8ab29,55
83adde29,19
83b28793,149
83b72aa7,87
83c12101,353
83c2b3a5,25
83c47d6b,4
83c58f66,6
83c84ddf,8
83cb2d54,137
83ccc315,17
83d183f2,14
83d63164,115
83d7a0f7,24
83dafa6b,10
83de6177,84
83deee5a,39
83e5ba9f,11
83f3cb5c,25
83f4cd97,4
83f8b245,7
83f9225f,126
83fed4bd,14
83ff1dc8,4
840f93fd,76
8417f861,25
841b7e52,25
841c4860,11
8425145f,13
84254c13,58
8425e05a,138
8427268a,17
842e9b4a,116
842eecae,4
8432568d,33
8436ef67,3
8436fe89,4
843b9810,14
843b9d6e,9
843de2fd,42
843df09b,13
843f9cc5,34
8451446a,18
8457d6e6,16
8458c79e,95
845a15fe,67
845bad26,127
845c97aa,56
845fba39,166
846372d4,117
846bd26c,12
846d209c,100
8471393e,14
84776d11,10
8479ec0b,30
847b40a8,18
847d9be3,18
84804966,11
8480655f,80
84810f99,184
848248d6,32
84865b70,6
84880b74,40
8488b036,5
848cc9bd,147
84902493,96
84903b1f,59
8490e6ae,24
84918dad,3
8493e20f,8
8497f819,62
849a1cb2,66
849a67bf,57
84ace858,20
84af6055,13
84affbb9,193
84b03623,135
84b19189,25
84b66e3e,183
84bbe41a,86
84bc6e79,37
84c4aba4,76
84c61ddd,159
84c6e0ad,50
84c84a74,58
84cb91e5,18
84ce04c8,139
84cf33d1,10
84d0093d,27
84d0a32b,101
84d48c6a,26
84d7b040,68
84e1cd5e,4
84ebc753,14
84ed7926,30
84f47222,10
84fca32c,63
84fe25fc,29
84ffffbc,12
85077c04,4
850e4f6f,8
8514a768,39
851de115,207
851f2678,27
851f7ff3,197
852481e4,7
8524d2f2,13
8526868f,17
852964d3,138
852a6ee6,6
852abc08,42
85369b4a,25
85374b8c,4
8539d5ad,67
853d80ff,72
85463ed6,27
8546ef16,57
854f8c38,11
855146eb,39
8551ab8e,68
8551eb10,53
855241d2,79
8554873d,71
8554b288,36
85576365,27
855be1f4,4
855be957,645
8563c29e,133
8566e9ea,93
856ab09c,10
856b4d89,35
856dc224,27
857290eb,8
85750e6b,7
857867b7,4
857e408d,19
857fea6a,12
85829584,42
85832d15,23
858aa2e0,19
858fbae5,54
8592fc07,4
859316f3,7
8597195b,43
85981c7b,13
85984185,199
859e13ae,168
85a0e760,9
85a227de,274
85a82691,11
85a8749d,115
85ab7b37,16
85b808bf,36
85b94262,85
85bf7d03,8
85c34cdd,19
85c46c41,84
85c810c9,40
85ccb743,9
85d4184f,21
85d67f7c,43
85d87f82,4
85da4d7b,17
85de77ea,5
85dfe8cb,61
85e0f62a,17
85e44158,8
85e7ff13,4
85f45291,34
85f7afdd,78
85f9aff3,29
8600a4c0,4
86032d7c,9
8607146c,381
86083dd4,186
860bc52d,477
860cf97f,4
860dcf44,16
860fa6f7,177
860fa859,25
8611216e,241
8611970f,1
86159962,19
8618f920,161
861e16d5,64
86224410,13
862672bd,71
86312aba,14
86331e4b,6
8635963e,107
863b8554,16
8642126e,37
8647c8e8,89
864aafff,8
864b99bc,7
864d7367,71
86568d1c,74
8656c9b4,51
865a819c,434
865b4ca7,37
865b62ce,54
865d4fec,1
865e921f,18
8663bd91,29
86682863,17
8669deb3,3
866e4ac1,86
866f1c41,31
86715cc2,4
8672c86b,6
867b19bd,197
867f7e6d,149
867f858d,15
86809163,17
86811cb4,179
86821ba0,57
8685093e,12
86891ddf,9
8689303f,86
8689877c,550
868f6497,28
8693163d,4
8694d7d8,71
86956a58,79
869d0f8b,21
869e125a,9
86a07906,15
86a78c2a,522
86b06b5c,67
86b164ff,171
86b2333a,78
86b44a3e,4
86b89f44,31
86bfc5d7,99
86c10730,32
86c34d71,92
86c36a17,27
86c6fa3e,4
86c85ae2,352
86cbbc8a,16
86d037bc,28
86d5435b,9
86d5595b,56
86d6d2ec,20
86e77d8c,123
86eee647,66
86f46618,40
86f5b29a,15
86f7cd53,150
86fa4538,3
86ff6dc7,28
87019076,75
8701f2bc,4
87054cc2,26
870f8b72,24
8711b82b,401
871651af,13
87205038,113
8722e8fe,46
8723c18c,22
8724ce2d,28
8724d834,12
8724f729,28
8725ffe5,16
8726108d,74
8726ade6,156
8727ee03,27
87281a85,70
8729659d,10
872a9414,56
872d9b83,190
8732ef9f,4
87371ad6,36
87391f1e,17
873c74c8,148
874b2ada,16
874d6290,9
8750c34f,15
8752e106,48
8753b0bd,108
8753efc4,156
8758b77f,395
8759e5a5,80
875c04d7,24
87601345,30
87612d53,164
87682007,36
87769931,37
8776b46c,15
877ac5fd,23
87819e7c,12
8789675f,57
87898333,25
878b5953,12
8790d47c,16
879252da,10
87927a82,7
87928e49,2
879381a1,101
8793b2b2,3
8798d119,4
87996750,56
879a4f9c,398
87a2a1ad,24
87a95494,11
87aa13a4,51
87ab77dc,35
87b02276,91
87b0d56a,63
87b115a3,25
87bba041,7
87bdd2ad,62
87c20388,24
87d16263,8
87d306fc,5
87d493ae,4
87d7149a,14
87dc89e1,296
87dede0a,228
87e59757,5
87e8ab5f,23
87ea0eed,22
87ed7f83,10
87f0bdf1,4
87f25f84,33
87f4cad9,12
87feca2c,4
87fefcd2,78
87ff65ef,5
87ff8851,6
880192b8,5
880791d2,332
8808e6a9,694
8809b506,28
880af2c9,162
880b13ad,99
880b159b,14
88166527,12
88192af5,34
881bacab,3
881c4d75,8
881dd9e8,126
882115c5,53
8821b5f5,7
88276e4c,13
88294e79,58
8832f7a6,22
88385945,2
88385aca,41
8839e651,119
883a69eb,63
883e18a0,7
8844c4e8,292
88462a2f,10
88470909,79
884ba4bf,82
884eac04,7
88512a02,8
885aeb8d,14
8862c6fb,16
8866d9ad,47
8870e2f0,4
88717952,7
8872f09d,43
88753407,10
887783d3,29
8877b611,86
88815ad0,27
8883cbce,6
8884d781,4
8886105f,127
888a11a2,208
888b2f3f,69
888fc21c,4
888ff061,9
88960d21,68
8897a3b5,6
8898728a,21
8899178b,9
88998b43,80
889a2ed9,61
889e7dc0,75
88a161c3,15
88aa9ac6,10
88ab2d60,46
88af2591,48
88b198e4,1
88b1fc4b,59
88b75a7c,344
88bbc3df,12
88c27a1e,51
88c6bb01,110
88cd6c45,8
88d3e5f0,26
88d8aac2,92
88daaeb0,57
88db974f,7
88e817d6,3
88eb3cec,9
88eb69b1,51
88ec6e62,138
88ec79e6,155
88ef0bac,12
88f157e7,45
88f6df6e,23
88fa1406,28
88fe5eed,13
88ffdbca,44
8901dea1,29
8903dbcf,109
890410ba,18
8909e393,11
890a0d2f,1
890a88ab,10
890a9e5d,67
890f378f,58
8910dcc0,57
891b0d7c,7
891e5ff6,4
8925097f,454
8925fdd7,267
8929e2f1,174
892b3f1e,5
8930f49d,18
8936e83e,125
893cb5e3,8
893cf23a,9
89490188,22
894bfb74,167
894fbd88,245
89519a17,6
89582289,3
895ff3a1,13
89657829,19
896a10ce,12
896b9bc7,11
896befea,20
896eb799,14
896ee791,4
89730844,4
8979b375,33
897f7aab,45
8981d5ed,15
898eb7e3,9
898f7a08,19
898fc4e3,37
89987181,4
8999efc8,4
899c2b66,4
899d03e9,38
899f7d80,132
89a3cd57,754
89a40172,72
89a5d9f2,79
89aa83ab,23
89b5eb5d,8
89b61f18,1
89b86cc2,53
89ba33df,17
89bd090c,24
89be175f,68
89c248da,50
89c42f3c,69
89c501c6,26
89cf0135,3
89d51fe1,137
89d99d83,21
89e13829,147
89e1de20,320
89e392da,191
89e3c006,15
89e5a064,10
89eeecd6,303
89f57eed,9
89f62393,249
89f66ab5,115
89f69be3,51
89fbd82a,24
8a01ee1d,32
8a022ffe,16
8a0a63af,63
8a0e24c0,65
8a0ec5b9,4
8a0f9995,51
8a0f9a7c,46
8a0feafe,1
8a106d8e,43
8a15749b,124
8a1ab6c8,75
8a239827,30
8a271d38,43
8a28f6e4,93
8a310321,8
8a3164d7,28
8a34efe4,331
8a3cbdcf,61
8a3f5e27,94
8a420334,65
8a4647d2,2
8a4addbe,14
8a4b69ec,169
8a4ba4e2,176
8a4c1c83,19
8a50cb5e,62
8a51f2fd,20
8a520076,81
8a551319,48
8a564c11,6
8a590d23,140
8a5b0208,14
8a5da306,20
8a5e5f24,117
8a641afc,186
8a641ce5,36
8a649d85,11
8a6871c4,28
8a690b95,114
8a7cc274,4
8a7dabb9,38
8a81e198,21
8a8788dd,38
8a91cd5a,4
8a94b03a,239
8a9c0b31,4
8a9c1074,4
8a9cfc4e,21
8aa1c0c3,31
8aa5c448,34
8aa5e0d6,84
8aa9bb52,31
8aaece67,13
8ab5791a,57
8ab72334,4
8abfb7e6,2
8aca5ba9,8
8acd8960,39
8ad7518d,73
8ad75db0,31
8ada6540,34
8adabd3d,58
8adae679,10
8adaf260,12
8adf5493,4
8ae10740,6
8aea6c3d,834
8aeae473,31
8aeb37ef,92
8aed0b8e,12
8af335dd,134
8af44d28,135
8af5f7ad,4
8af64425,559
8af6ec7a,1
8afb7c42,13
8b024efe,41
8b067aaf,13
8b099c99,89
8b0a1bb0,52
8b0ba162,40
8b0e8da6,31
8b0f3a1e,3
8b17c4e1,11
8b17ef11,265
8b182a28,17
8b1a6e75,110
8b1bdd99,59
8b210378,8
8b221a97,6
8b23a0ae,10
8b3a65e7,3
8b3bc271,309
8b3d9cfb,9
8b3e9e11,25
8b432d00,238
8b44e901,252
8b49fff2,13
8b4c3531,4
8b57c42c,102
8b635fba,5
8b63b2ed,8
8b63d2f1,233
8b6475db,9
8b658791,8
8b6c2447,158
8b6d30b2,16
8b6e7b61,70
8b6e89e3,155
8b6f83bb,11
8b703e8c,16
8b7294ca,34
8b72b2a3,706
8b735480,154
8b7531d4,10
8b799702,13
8b7a6f49,134
8b7f6565,31
8b813663,220
8b826190,12
8b8b1af2,36
8b8decd6,18
8b8fe7ae,43
8b90e6de,9
8ba0cec1,35
8ba12c25,18
8ba340b3,114
8ba92519,32
8bb1438d,108
8bb21332,105
8bb42e67,6
8bb7fe33,69
8bbae7d4,82
8bbb0cab,74
8bc18fb6,24
8bc1fe12,37
8bc26b43,461
8bc2ed56,14
8bc36e05,5
8bc55768,77
8bd1b916,7
8bd69ae9,9
8bd7eac2,17
8bdb2689,48
8bdeef7f,34
8be375c1,13
8be4d720,28
8be5c182,4
8be5d29e,16
8be6d66d,9
8be7a36b,123
8be890fa,39
8bea6f18,50
8beab7f3,40
8bec5c51,211
8beec6ad,15
8bf800ed,41
8bf8962c,19
8bfd6c83,12
8bff383f,12
8c02024b,65
8c05098d,65
8c0a63bb,17
8c0b2695,153
8c0c6c22,59
8c0f34d0,6
8c129928,81
8c18dca5,15
8c21a82a,56
8c229f4b,8
8c26ac71,33
8c28579b,25
8c2a9355,245
8c2b070d,11
8c2e72ab,27
8c307797,7
8c30c0d8,69
8c34e33c,57
8c4261f1,25
8c4513c9,27
8c4bff70,39
8c4cb1a0,79
8c4d9ff4,62
8c51d1df,1
8c54e2ee,204
8c564ce5,108
8c593782,212
8c5c5b8b,292
8c61c937,30
8c62fb27,12
8c69d2d9,14
8c6e7ac4,16
8c6e8cf5,111
8c7054d3,9
8c748ac1,9
8c758f32,89
8c75a7ef,24
8c776ab6,3
8c78a04e,16
8c79b05b,18
8c7db79a,103
8c827ea0,11
8c84b554,63
8c904c0d,10
8c913994,18
8c9bd784,4
8c9e5225,56
8ca0154f,29
8ca11218,81
8ca30177,35
8caa54b1,13
8cad193e,3
8cb4672c,28
8cb84991,4
8cba4096,8
8cbe1106,40
8cbf97ce,6
8cbf9b54,19
8cc70df6,52
8cceb03f,32
8ccfe56c,15
8cd10872,39
8cd1b30c,64
8cd28573,94
8cd303e6,14
8cd4e19c,117
8cda27f7,66
8cda767d,37
8cdb5260,672
8cdc56fe,30
8cdc7297,6
8ce1b9c4,4
8ce393aa,135
8ce6516a,11
8ce9842b,650
8cf0dfeb,25
8cf151bf,28
8cfe70d4,71
8cff4755,17
8cffc8b2,335
8d01cf7f,43
8d038f6a,28
8d0b2634,4
8d0ec0f7,7
8d161f36,91
8d1a4ab9,24
8d1be1d6,230
8d1c5fcd,78
8d1ef149,346
8d248524,13
8d304bd0,44
8d312b93,61
8d34d460,57
8d38e9a5,4
8d3c9977,98
8d3e7172,42
8d40f490,25
8d468d59,8
8d4871e5,154
8d4c08f6,32
8d4d6acd,28
8d514ba8,4
8d52bb38,28
8d542eb0,53
8d6660c4,42
8d6b54d1,19
8d7470c7,9
8d76fe8c,54
8d7b9e30,13
8d7cf74d,36
8d81917c,120
8d8de3c8,14
8d8f81d7,638
8d926b5c,59
8d93026f,20
8d975212,17
8d991159,115
8d9e827d,65
8da42a4f,4
8dab0502,4
8dab39aa,18
8dabc4c0,24
8dad3b43,290
8db456e1,20
8db52e33,30
8db6aea5,71
8db73aef,10
8db91738,8
8dba431b,89
8dc60146,46
8dcb5433,17
8dcd6543,9
8dd1a1e0,85
8dd58746,56
8dd5e1f5,13
8dd96ac0,4
8ddb43a5,16
8ddd99a8,62
8ddebe0b,7
8ddf2588,67
8ddf29dd,4
8de69b51,206
8deb49c3,140
8def5e77,22
8df3643b,22
8df475d8,16
8df4e747,2
8df8b906,77
8dfac24a,8
8dfb43d6,47
8dfd6a41,57
8e01ee42,46
8e08ba47,47
8e0cfd2a,3
8e0d9c00,21
8e106896,30
8e174d5b,128
8e17778e,15
8e1bdb41,30
8e21f3ed,17
8e26205a,69
8e27b402,24
8e298145,38
8e2a329e,158
8e2e3ba8,13
8e316a06,66
8e31abae,2
8e326964,49
8e36c40f,109
8e38c109,6
8e3928a8,274
8e3aa145,140
8e3b328e,402
8e3cf231,7
8e3ed87d,40
8e41b4c3,64
8e442787,41
8e543e14,32
8e5546a3,84
8e55a8d3,124
8e56c4be,29
8e5904a8,16
8e5dcfc1,133
8e5f0f57,67
8e5fb6fb,42
8e644aec,29
8e661942,34
8e66fe9e,10
8e6bf505,15
8e6dc1fe,129
8e6de18a,23
8e793956,37
8e797acf,34
8e7c6d7b,5
8e825724,65
8e853952,95
8e87ddc1,40
8e8bcd03,226
8e8d0645,18
8e8d9298,8
8e95a791,9
8e95f6fc,17
8e96b9f3,140
8e97b7b9,352
8e987425,25
8e9dc4f9,20
8e9e8bc2,9
8ea105ab,29
8ea172d6,50
8ea2ce62,29
8ea36b73,15
8ea4c165,159
8ea714e1,693
8ea88463,59
8ea95c2a,25
8ead199d,4
8eaf1540,35
8eb2708b,18
8eb2972f,15
8ec1d18e,267
8ecb94ae,3
8ecf5480,17
8ed384c5,7
8ed7b595,32
8ed9e6f4,318
8edf933a,4
8ee06293,1
8ee1bf4a,71
8eea78b1,103
8eecbef6,121
8efdfc17,8
8f041105,23
8f0936fe,4
8f0a9fd7,22
8f0b265f,4
8f106d06,29
8f192725,66
8f1980fb,8
8f1987f6,36
8f1ddcbe,70
8f22400e,104
8f2fb6e8,153
8f302c42,104
8f308841,127
8f30d2eb,120
8f354833,115
8f35f0bd,3
8f38ea09,187
8f3b2ef1,41
8f3e00ae,8
8f3ee247,43
8f3fc2c1,177
8f407a00,47
8f40a8b3,2
8f42c9b2,19
8f49e18d,27
8f4abeb9,12
8f4da8d4,3
8f4e7fd0,39
8f4fa682,108
8f506b39,8
8f52d757,34
8f542893,93
8f5971e3,389
8f5b3ce1,12
8f6d708a,66
8f71033c,4
8f71e794,3
8f7339b7,153
8f7452ab,10
8f769b24,4
8f773b6e,77
8f7922d1,11
8f7d334b,108
8f7f521a,8
8f81bf12,178
8f83c7eb,83
8f867c2e,83
8f889628,29
8f89ab60,8
8f9039ca,14
8f93a51d,23
8f94818c,180
8f971140,49
8f9738ab,8
8f9c39f4,8
8f9d64a0,402
8f9d80f9,15
8f9ea839,29
8f9f1346,96
8fa109b5,90
8fa35bf1,54
8fa64647,58
8fa9c5e1,41
8faa25fb,8
8faa97e6,8
8fb0ad00,26
8fb30300,20
8fb4929e,2060
8fb666db,41
8fbb2ffc,7
8fbf14e6,37
8fbfa7a6,33
8fc15537,14
8fc8e58c,233
8fc9a7da,77
8fca6872,22
8fcbd80c,4
8fcdb92c,21
8fce5316,60
8fd2664b,3
8fd3ae5d,44
8fd5b993,7
8fd72742,76
8fda1228,106
8fda579c,5
8fdfe9e8,10
8fe4a402,3
8fe593d7,16
8fef7071,50
8ff47e7c,33
8ffad8ee,40
8ffce74b,3
900525b9,11
90129ce8,12
90162ac0,10
90191e82,4
901a0e4a,5
901a6af6,1
901d214c,24
902b9742,6
903086a9,5
90315bb1,22
9032dc32,19
903501a2,17
9037c038,27
90389c63,53
903e0a50,24
90454037,19
90480f52,25
90499591,4
904a0570,2
904b2bcf,16
904ccc55,106
904eaabf,10
90552e6c,9
90592822,68
90594f30,9
905c88c0,433
90627c8f,20
9062d69e,120
90646d74,9
90650caf,8
9065edcd,26
9069d261,463
906bba5b,50
906bc46e,19
907b6730,58
907f772d,7
908090f0,42
9081b352,61
908575d2,16
9085c77a,298
908b4131,6
908c2ce7,6
908c3925,13
908d41eb,391
90932bee,20
90982fc7,46
909ea1b6,91
90a0f36a,27
90a175dd,49
90a34235,10
90a7b66f,12
90a7b85a,11
90ab8a89,36
90af9839,11
90b6e6d2,3
90b9ebf5,6
90bceb93,3
90bd198e,4
90c00a2a,13
90c0311a,59
90c22f9d,65
90c88f8b,14
90cd2735,14
90cd3d09,51
90d293e5,81
90dbb237,13
90df7f04,23
90e23f20,42
90e2a1c2,3
90e2c7b3,2
90e47b12,165
90eaafbc,3
90eb763e,43
90f67b55,48
910320d8,30
910557d7,18
91055a04,35
910598e9,13
91060acd,35
91089ee2,69
910a1616,148
910ac18e,32
91106305,29
9111b0a4,136
91149c53,5
91176adc,118
91197df3,190
91223180,4
91274e51,47
9131d061,64
9131d4f1,92
91361ad6,49
913da947,14
913e5e29,9
913f2080,43
9141de5b,6
91450165,18
9148f835,30
914f8202,60
91522189,22
9153d9ed,4
9159048c,10
9159348e,103
915efa2e,17
91622e7e,4
91661ae8,26
91662b26,36
91667028,20
916681a6,12
9169dffa,30
916cc097,61
916dba93,16
91727869,14
91752493,4
9176d0cf,3
917c5dba,6
91800bac,93
9184f3fc,6
91854267,9
918b4d2f,8
918b534c,27
9192a432,13
91960583,209
919715a1,18
919a2ec5,16
919bcd48,15
919f8918,9
91a0a976,119
91a293e8,211
91a2c059,17
91a3bd7c,44
91a4211e,21
91a58325,26
91ab06ad,17
91ac2165,4
91adbafc,8
91af9c9b,40
91b67554,9
91c6b610,1
91cc7ee1,10
91d2d336,18
91d6abd4,21
91d77b52,247
91dd8d0b,4
91e2cd9f,376
91e8206e,4
91e936ec,12
91edf254,67
91f1565d,45
91f25eae,5
91f4a9b7,3
91f5f90b,8
91fa9092,19
91fafebe,66
920483fb,9
92059fdf,13
92080e54,44
92093991,36
920a2520,35
920b4ac0,4
920b5864,17
920c6535,115
920ec48c,15
92136cf5,65
921392a8,14
92175128,60
92187611,162
921f07c2,14
9220f754,23
9222e012,71
9223767e,30
92297d43,16
922ad610,156
922c5c54,67
922cebc7,117
923238d6,9
9234bb45,25
92350f2d,6
92391ce7,252
923a2446,3
923e4848,183
92411a18,6
9242353b,8
9245384a,16
92476278,2
924797fb,45
924fd9ba,27
925014ae,28
92502061,12
92555ed9,23
925a02a7,9
925b99f9,18
925ea0a2,49
9262f4b3,4
9263d035,39
92701a93,29
92714621,3
9275b4c6,12
9276ec64,4
92779c34,4
9278d021,41
9279299b,2
927b1251,8
927b90d6,37
927cef50,7
927e9014,66
927f9b6f,38
9280ba0d,29
92859db8,70
9288dce4,4
928cb450,117
928d56a3,27
9291aa78,5
92934601,65
92a7c860,27
92a9ef15,3
92b08f30,48
92b102ee,5
92b24f5c,37
92b5e8b3,15
92b6869c,7
92b8b154,30
92b8f188,244
92b92e4f,58
92c0da7b,15
92c18035,6
92c79ffe,4
92c81866,41
92d10383,20
92d8aa8c,117
92df0152,11
92e9d7d6,9
92ee4206,3
92efcc71,19
92f11ac2,9
92f2d94b,1
92f42cac,12
92f90ce9,60
92f9ec4a,18
92f9f36a,116
92fa69be,23
92fb2bb5,14
92fbe8f3,67
92ff2412,57
92fff76d,18
930105c5,173
93015951,126
9306c124,46
93070726,27
930a5847,5
930a7a49,25
930c2cf8,81
930c3b37,95
930dd59b,8
930e59cb,16
93128743,4
931425b5,3
931538b8,169
9317447d,9
9322d2cd,10
9325e31e,35
932f9ab3,153
9330b532,15
93369f49,6
9337896b,31
933cfc27,8
933df858,4
93439d47,31
934e35c5,22
93554cd1,3
9357dbc4,316
9359fb57,35
935b71e8,89
935e8b0c,58
9361f7c4,226
93636217,8
9365c0cd,119
9366f56d,79
9370d765,598
93711c32,14
93729c43,149
937625b4,17
9376a191,14
937a6ad6,91
938170b9,45
93848de6,155
93854fe6,45
9388007b,16
938aff32,49
9395118e,5
9396a77e,26
9398409f,1
93a263c0,4
93a28c5a,31
93a6ad50,53
93a97e5b,2
93a9f521,275
93adaf9d,7
93b88670,433
93bb9b2f,5
93c0379d,12
93c3c318,81
93d03788,7
93d1226c,10
93d17393,28
93d18691,20
93d26b10,5
93d8c68e,34
93d8e63c,12
93d97d01,21
93e11f75,90
93e46da5,32
93e79e6a,18
93eb13f5,33
93f1e287,14
93ff155f,95
93ffb691,75
9400cded,4
9403909c,6
9404261b,213
94075926,9
940771d3,8
9409ae29,17
940a3d66,12
940b2457,17
940faebe,17
94105369,3
94118235,5
9411a009,15
9412c50e,25
94157b0f,4
941c4057,27
94238a0e,30
9427514d,33
94283c36,42
94295e23,85
942a1736,5
942aa451,96
942d0372,5
942f0f0c,15
94345646,14
94349066,39
94387bba,5
943a655f,6
943b577c,2
943bf4d6,230
943e26d7,5
94439847,265
9443b2b5,4
944a3608,20
944acaf6,19
944ed54b,27
944ee923,109
945022d0,110
94504aaf,8
945127f5,15
9456a41c,11
945d4694,8
945f450f,4
9463d141,11
946cc1aa,22
946da61f,55
9470562b,57
9479169f,25
947db7a8,130
94811457,4
9481c227,101
94820337,13
9485204e,4
948b8207,15
948c30fa,21
948c448b,164
948de764,11
948ff949,134
9492be2f,181
9492f5db,19
949a270c,21
949a6f28,9
949dcad8,34
94a4b8dc,24
94a50c33,35
94a5d283,45
94a658c0,13
94a836be,13
94a93837,49
94a9e898,6
94aae70e,113
94b00705,10
94b0470b,4
94b31d2d,13
94b60605,57
94ba23cf,44
94bd6f22,2
94be55c1,58
94bed751,63
94c90318,26
94c9f9de,20
94ca9966,66
94cc1552,499
94cc2ace,62
94ced8f1,303
94cf593f,102
94d38c82,13
94d3dc43,9
94d49501,32
94d58d1f,160
94e22bcf,43
94e2468d,53
94e5a7f3,21
94ea5cef,14
94f3e785,4
94f46b02,31
94f4e2be,18
94f73a07,78
94fb4b66,4
94fe3635,9
94ff38b4,5
94ff902a,18
95005fcb,70
95065dd4,18
9506c7d7,80
95099326,51
950baaab,567
950d107e,19
950d4135,6
9511d4d6,4
951b43bb,24
951bcce8,230
951e4ddd,6
951f4568,90
952b069c,36
952be2c7,23
952c5d72,3
9531b1bb,48
9534119b,22
95371a7d,75
953987fd,18
9539aeb5,36
953f7245,74
9540a16d,3
95414047,80
9547b4cc,77
95481666,41
95499018,27
9549b7c7,2
95516ad6,24
955902e3,38
95592a71,23
955cf839,52
956092cc,15
95620946,34
9564b8bc,9
95659baa,11
9566db84,245
956782e2,4
9568ead4,40
956e4b57,37
9572468b,25
957a5155,4
957b0041,18
957d3f8f,15
95826231,31
9584c227,21
958570d7,20
95869a36,8
9591ec40,94
95925977,41
9598c705,107
959c053e,15
95a52bc5,16
95a867d9,62
95adc8ff,9
95b3557d,83
95b5b9dd,118
95b82ab0,42
95c05d81,70
95c10c7a,33
95c46386,3
95c497e8,30
95c6ca21,4
95c76ea6,3
95c7c014,14
95c866f5,4
95c8cdda,11
95c9e6dd,32
95cafdc6,4
95d0fb7c,4
95d124e1,4
95d1743a,12
95d2e22a,20
95d344ec,2
95d3759e,46
95d3847d,26
95d7e641,69
95d80735,41
95d8b311,73
95da9c4d,39
95dadff6,20
95dea19c,111
95e6cbc3,8
95e7568f,32
95e756fa,80
95ed2674,40
95ee19e1,26
95ee35b1,51
95f2ed20,2
95f413d7,7
95f4baee,43
95f6cf2c,10
95f9b1ce,29
95fa2713,12
96073407,29
960d9442,26
961423ad,267
961a105b,77
961f965a,25
961fdbe6,20
96260a26,4
9626d78d,25
9627036d,13
96295e4b,27
9629f65b,70
962a4bf3,312
962df43e,52
96331f0c,107
9636874b,56
96385040,16
9638640d,4
963f1bcd,102
96425a5d,4
96435f4e,152
964c71aa,4
964dbae6,5
964e16ff,5
965017d5,2
96502a84,5
9653b68b,14
96586ae1,39
965a0d30,12
96604581,15
966409f5,4
966854ef,18
966b901f,7
966bab1a,8
966e44f8,133
966fbae2,5
967141d3,334
9673b8f3,20
967a21bf,4
967bc9bf,7
967f08be,6
967f40af,5
967ffc93,319
9684798e,75
